,NAME,CITY,SALARY,EDUCATION,AGE,MARITAL_STATUS,YEAR
1842,Salma Zaki,Alexandria,47759.0,Engineering,56,Widowed,2022
1843,Yasmin Gamal,Mansoura,56534.0,Economics and Political Science,51,Married,2022
1844,Mona Fahmy,Shubra El Kheima,52188.0,Engineering,45,Single,2022
1845,Amir Emam,Suez,96429.0,Agriculture,26,Married,2022
1846,Reem El-Din,Beni Suef,85099.0,Education,28,Widowed,2022
1847,Maher Fathy,Suez,141804.0,Education,32,Single,2022
1848,Ahmed Zaki,Asyut,55400.0,Public Relations and Advertising,28,Widowed,2022
1849,Eman Zaki,Luxor,6899.0,Applied Sciences,28,Widowed,2022
1850,Yasser Mansour,Sohag,63766.0,Agriculture,36,Married,2022
1851,Omar Sami,Damietta,5329.0,Medicine,47,Single,2022
1852,Youssef Gamal,Asyut,85077.0,Computer Science and Information Technology,33,Widowed,2022
1853,Ashraf Mostafa,Zagazig,140611.0,Environmental Agriculture,45,Married,2022
1854,Sara Saber,Suez,33681.0,Civil Aviation,38,Single,2022
1855,Fatma Fawzy,Ismailia,66559.0,Tourism Studies,44,Single,2022
1856,Sherif Ragab,Alexandria,118082.0,Public Relations and Advertising,35,Widowed,2022
1857,Omar Zaki,Zagazig,89813.0,Environmental Agriculture,25,Widowed,2022
1858,Khaled El-Bakry,Shubra El Kheima,127834.0,Nursing,37,Widowed,2022
1859,Soha Abdelaziz,Giza,126880.0,Tourism Studies,33,Married,2022
1860,Nagla Amin,Kafr El Sheikh,81181.0,Nursing,30,Married,2022
1861,Adham Ragab,Qena,109978.0,Civil Aviation,21,Divorced,2022
1862,Sara Fouad,Kafr El Sheikh,55264.0,Computer Science and Information Technology,24,Single,2022
1863,Hany El-Sayed,Luxor,137361.0,Fine Arts,25,Married,2022
1864,Reem Mustafa,Tanta,92622.0,Nursing,41,Divorced,2022
1865,Tamer Moharram,Alexandria,17618.0,Applied Sciences,48,Single,2022
1866,Laila Salem,Ismailia,135760.0,Medicine,27,Single,2022
1867,Magdy Nasr,Cairo,69490.0,Nursing,54,Widowed,2022
1868,Yasmin Fawzy,Port Said,116513.0,Science,31,Widowed,2022
1869,Mohsen Saeed,Sohag,88437.0,Economics and Political Science,43,Single,2022
1870,Tamer Ahmed,Giza,51956.0,Environmental Agriculture,48,Widowed,2022
1871,Marwa Saeed,Aswan,135702.0,Education,60,Widowed,2022
1872,Mariam Adel,Assiut,82590.0,Public Relations and Advertising,32,Divorced,2022
1873,Kamal Ramadan,Tanta,9741.0,Science,57,Married,2022
1874,Wafaa Adel,Damietta,30113.0,Pharmacy,43,Married,2022
1875,Wafaa Fahmy,Zagazig,39294.0,Fine Arts,42,Widowed,2022
1876,Mona El-Khouly,Aswan,83632.0,Medicine,28,Widowed,2022
1877,Mohamed Abdelhak,Alexandria,89960.0,Computer Science and Information Technology,31,Single,2022
1878,Walid Khalid,Cairo,16874.0,Arts,40,Widowed,2022
1879,Laila Fouad,Sohag,101327.0,Public Relations and Advertising,43,Widowed,2022
1880,Omar El-Sayed,Cairo,113425.0,Science,59,Divorced,2022
1881,Mona Hassanein,Luxor,60977.0,Agriculture,50,Single,2022
1882,Omar Khalid,Suez,75755.0,Science,40,Divorced,2022
1883,Maher Mansour,Luxor,111550.0,Applied Sciences,21,Widowed,2022
1884,Yasser Nour,Suez,83501.0,Economics and Political Science,21,Divorced,2022
1885,Marwa Abdullah,Qena,5237.0,Medicine,49,Married,2022
1886,Rania El-Gabry,Kafr El Sheikh,103313.0,Science,48,Divorced,2022
1887,Mariam Khalid,Giza,25619.0,Tourism Studies,50,Divorced,2022
1888,Hassan Youssef,Aswan,135702.0,Arts,50,Divorced,2022
1889,Hassan Ezzat,Port Said,28343.0,Arts,52,Widowed,2022
1890,Kamal El-Khouly,Cairo,27323.0,Psychology,21,Widowed,2022
1891,Youssef Zaki,Qena,74307.0,Economics and Political Science,25,Single,2022
1892,Hoda El-Bakry,Ismailia,71407.0,Economics and Political Science,32,Widowed,2022
1893,Hend Ibrahim,Kafr El Sheikh,6417.0,Applied Sciences,39,Single,2022
1894,Mamdouh Fawzy,Assiut,126488.0,Psychology,32,Single,2022
1895,Wafaa Moharram,Damietta,108076.0,Psychology,40,Single,2022
1896,Ahmed Saber,Luxor,84780.0,Engineering,48,Married,2022
1897,Ali Adel,Port Said,42914.0,Law,46,Single,2022
1898,Hanan Ragab,Port Said,25532.0,Applied Sciences,60,Single,2022
1899,Hassan Khalid,Alexandria,132740.0,Agriculture,43,Married,2022
1900,Sherif Nasr,Zagazig,98791.0,Medicine,36,Divorced,2022
1901,Eman Emam,Ismailia,93984.0,Tourism Studies,40,Married,2022
1902,Yasser Gamal,Suez,140683.0,Law,51,Divorced,2022
1903,Hassan Mansour,Port Said,6321.0,Environmental Agriculture,56,Divorced,2022
1904,Tamer Ragab,Sohag,54076.0,Civil Aviation,36,Single,2022
1905,Mohsen El-Bakry,Minya,84207.0,Medicine,38,Divorced,2022
1906,Mohsen El-Bakry,Mansoura,59468.0,Nursing,21,Single,2022
1907,Hoda Fathy,Aswan,73776.0,Psychology,57,Widowed,2022
1908,Mohamed Saeed,Beni Suef,43350.0,Tourism Studies,22,Single,2022
1909,Ahmed Mohsen,Giza,74942.0,Commerce,48,Married,2022
1910,Laila Salah,Ismailia,104267.0,Environmental Agriculture,58,Widowed,2022
1911,Sara Mohammed,Giza,113292.0,Commerce,26,Widowed,2022
1912,Youssef Gamal,Minya,70752.0,Agriculture,46,Married,2022
1913,Soha Amin,Giza,104065.0,Pharmacy,27,Single,2022
1914,Sherif Soltan,Cairo,9837.0,Law,57,Divorced,2022
1915,Amir Ibrahim,Tanta,106808.0,Public Relations and Advertising,34,Married,2022
1916,Mohsen Mohammed,Suez,67969.0,Science,37,Married,2022
1917,Hend Mostafa,Beni Suef,116627.0,Science,31,Single,2022
1918,Ahmed Amin,Damietta,31287.0,Agriculture,52,Married,2022
1919,Fatma Mansour,Port Said,113087.0,Public Relations and Advertising,36,Divorced,2022
1920,Wafaa Ali,Mansoura,81964.0,Pharmacy,49,Widowed,2022
1921,Sara Adel,Alexandria,140393.0,Commerce,30,Widowed,2022
1922,Salma El-Gabry,Alexandria,114400.0,Applied Sciences,51,Divorced,2022
1923,Mohamed Mahmoud,Cairo,83726.0,Economics and Political Science,50,Married,2022
1924,Marwa Mustafa,Sohag,121595.0,Public Relations and Advertising,58,Divorced,2022
1925,Nagla Ibrahim,Qena,105827.0,Engineering,43,Single,2022
1926,Kamal Sami,Suez,66762.0,Economics and Political Science,47,Single,2022
1927,Mona Nasr,Giza,5189.0,Tourism Studies,39,Divorced,2022
1928,Salma Mustafa,Giza,19558.0,Law,22,Single,2022
1929,Rania Fouad,Kafr El Sheikh,129808.0,Arts,36,Married,2022
1930,Nadia Soltan,Luxor,110560.0,Agriculture,53,Widowed,2022
1931,Mohsen Zaki,Qena,16117.0,Commerce,41,Divorced,2022
1932,Amir Khalid,Aswan,98747.0,Tourism Studies,30,Widowed,2022
1933,Hany Adel,Asyut,28517.0,Applied Sciences,40,Single,2022
1934,Adham Mahmoud,Luxor,134745.0,Tourism Studies,24,Single,2022
1935,Sara Fawzy,Kafr El Sheikh,69137.0,Environmental Agriculture,31,Divorced,2022
1936,Ashraf Salem,Mansoura,32540.0,Education,28,Married,2022
1937,Reem Zaki,Giza,77165.0,Science,25,Single,2022
1938,Yasser Fahmy,Asyut,48823.0,Environmental Agriculture,39,Widowed,2022
1939,Mariam Ragab,Mansoura,40857.0,Civil Aviation,42,Single,2022
1940,Nadia Saber,Luxor,21888.0,Arts,33,Widowed,2022
1941,Marwa Saber,Giza,64410.0,Civil Aviation,55,Married,2022
1942,Laila El-Khouly,Zagazig,122391.0,Computer Science and Information Technology,50,Single,2022
1943,Hassan Moharram,Asyut,143091.0,Environmental Agriculture,49,Widowed,2022
1944,Nagla Mahmoudi,Port Said,142485.0,Medicine,35,Widowed,2022
1945,Sherif Ibrahim,Suez,45137.0,Environmental Agriculture,28,Widowed,2022
1946,Mariam Khalid,Luxor,60928.0,Computer Science and Information Technology,55,Divorced,2022
1947,Mamdouh Osman,Ismailia,60031.0,Public Relations and Advertising,60,Single,2022
1948,Mariam Ramadan,Kafr El Sheikh,30169.0,Public Relations and Advertising,32,Married,2022
1949,Ashraf Salem,Cairo,73057.0,Engineering,31,Widowed,2022
1950,Wafaa Hassan,Sohag,27515.0,Civil Aviation,45,Married,2022
1951,Asmaa Mahmoud,Assiut,31840.0,Economics and Political Science,36,Married,2022
1952,Mohsen Ahmed,Ismailia,42181.0,Commerce,35,Divorced,2022
1953,Amir Hassanein,Giza,103183.0,Economics and Political Science,45,Single,2022
1954,Reem Mostafa,Giza,74913.0,Agriculture,53,Married,2022
1955,Hoda El-Khouly,Assiut,47850.0,Civil Aviation,35,Divorced,2022
1956,Yasmin Ragab,Damietta,117363.0,Public Relations and Advertising,45,Widowed,2022
1957,Yasser Abdelhak,Alexandria,35814.0,Pharmacy,46,Single,2022
1958,Wafaa Fawzy,Damietta,138304.0,Pharmacy,52,Divorced,2022
1959,Mona Nasr,Damietta,87650.0,Science,51,Widowed,2022
1960,Salma Sami,Minya,116512.0,Nursing,22,Single,2022
1961,Adel Saad,Zagazig,6717.0,Pharmacy,50,Married,2022
1962,Ali Ibrahim,Aswan,82292.0,Civil Aviation,49,Single,2022
1963,Salma Mostafa,Minya,123663.0,Law,52,Married,2022
1964,Nadia Ragab,Alexandria,86414.0,Medicine,37,Single,2022
1965,Hassan Fahmy,Asyut,3025.0,Architecture,31,Single,2022
1966,Hend El-Khouly,Assiut,68194.0,Public Relations and Advertising,26,Married,2022
1967,Emad Nasr,Tanta,33368.0,Economics and Political Science,21,Single,2022
1968,Nermine Ahmed,Kafr El Sheikh,58283.0,Nursing,26,Single,2022
1969,Salma Abdelaziz,Suez,74866.0,Pharmacy,29,Widowed,2022
1970,Youssef Emam,Giza,81738.0,Environmental Agriculture,26,Married,2022
1971,Walid Ahmed,Kafr El Sheikh,44305.0,Medicine,55,Divorced,2022
1972,Amir Mansour,Ismailia,119654.0,Computer Science and Information Technology,60,Divorced,2022
1973,Yasmin Ibrahim,Suez,17221.0,Commerce,48,Married,2022
1974,Adham Nasr,Mansoura,69783.0,Medicine,48,Divorced,2022
1975,Wafaa Hassanein,Aswan,108655.0,Arts,47,Divorced,2022
1976,Magdy El-Khouly,Zagazig,41551.0,Nursing,43,Divorced,2022
1977,Marwa Mustafa,Giza,127196.0,Tourism Studies,25,Single,2022
1978,Maher Mahmoud,Shubra El Kheima,99256.0,Tourism Studies,31,Single,2022
1979,Yasmin El-Din,Asyut,99445.0,Psychology,23,Widowed,2022
1980,Yasser Amin,Beni Suef,59074.0,Environmental Agriculture,47,Widowed,2022
1981,Ali Adel,Shubra El Kheima,82258.0,Agriculture,41,Widowed,2022
1982,Emad Hassanein,Suez,35956.0,Nursing,23,Single,2022
1983,Eman Saber,Mansoura,77967.0,Engineering,34,Married,2022
1984,Yasser El-Bakry,Qena,124392.0,Computer Science and Information Technology,23,Divorced,2022
1985,Adham Ali,Zagazig,125182.0,Nursing,31,Married,2022
1986,Khaled Nasr,Minya,26086.0,Education,30,Married,2022
1987,Tamer Salem,Port Said,4881.0,Pharmacy,52,Divorced,2022
1988,Nermine El-Bakry,Assiut,65878.0,Applied Sciences,23,Married,2022
1989,Mariam Adel,Zagazig,16128.0,Computer Science and Information Technology,49,Widowed,2022
1990,Marwa Nour,Giza,31683.0,Computer Science and Information Technology,55,Widowed,2022
1991,Maher Ibrahim,Tanta,101961.0,Public Relations and Advertising,39,Widowed,2022
1992,Adel Saber,Tanta,42287.0,Psychology,40,Single,2022
1993,Emad Mahmoud,Asyut,122031.0,Arts,28,Divorced,2022
1994,Laila Hassanein,Port Said,23657.0,Fine Arts,32,Widowed,2022
1995,Emad El-Din,Shubra El Kheima,122168.0,Applied Sciences,51,Married,2022
1996,Ahmed Nour,Ismailia,145627.0,Architecture,43,Widowed,2022
1997,Mohsen Hassan,Ismailia,29163.0,Engineering,46,Widowed,2022
1998,Ahmed Abdelhak,Giza,46388.0,Economics and Political Science,21,Divorced,2022
1999,Adel Ali,Luxor,44922.0,Medicine,48,Married,2022
2000,Mamdouh Adel,Damietta,105401.0,Law,28,Married,2022
2001,Adel Soltan,Alexandria,15476.0,Pharmacy,41,Married,2022
2002,Wafaa Fahmy,Kafr El Sheikh,26763.0,Psychology,27,Married,2022
2003,Nagla El-Khouly,Damietta,147775.0,Education,22,Married,2022
2004,Hassan Soltan,Qena,123603.0,Environmental Agriculture,51,Single,2022
2005,Soha Mohsen,Mansoura,23188.0,Economics and Political Science,37,Single,2022
2006,Maher Fathy,Mansoura,67764.0,Environmental Agriculture,42,Divorced,2022
2007,Mariam El-Bakry,Qena,33304.0,Science,22,Married,2022
2008,Amir Gamal,Shubra El Kheima,63247.0,Environmental Agriculture,27,Divorced,2022
2009,Mohamed Fathy,Luxor,20456.0,Tourism Studies,31,Married,2022
2010,Maher Mahmoudi,Suez,59884.0,Environmental Agriculture,40,Married,2022
2011,Ahmed Moharram,Minya,93984.0,Applied Sciences,22,Single,2022
2012,Mervat Mohsen,Minya,84614.0,Science,38,Widowed,2022
2013,Nour Youssef,Port Said,19932.0,Public Relations and Advertising,30,Widowed,2022
2014,Emad Saeed,Suez,148034.0,Applied Sciences,53,Divorced,2022
2015,Hany Mansour,Beni Suef,119081.0,Fine Arts,57,Married,2022
2016,Asmaa Hassan,Port Said,4971.0,Computer Science and Information Technology,59,Divorced,2022
2017,Tamer Zaki,Assiut,54969.0,Agriculture,43,Divorced,2022
2018,Laila El-Khouly,Shubra El Kheima,55835.0,Law,39,Married,2022
2019,Hend Mahmoud,Port Said,59478.0,Tourism Studies,43,Single,2022
2020,Kamal Osman,Ismailia,90327.0,Economics and Political Science,59,Widowed,2022
2021,Mariam Ibrahim,Beni Suef,101473.0,Civil Aviation,59,Married,2022
2022,Mamdouh El-Gabry,Kafr El Sheikh,33453.0,Psychology,50,Single,2022
2023,Soha Ibrahim,Alexandria,2572.0,Fine Arts,32,Single,2022
2024,Sherif Hassan,Qena,105373.0,Science,35,Divorced,2022
2025,Maher Soltan,Port Said,47877.0,Tourism Studies,41,Widowed,2022
2026,Mona Emam,Luxor,4897.0,Civil Aviation,49,Married,2022
2027,Ali Mohammed,Kafr El Sheikh,47540.0,Science,44,Married,2022
2028,Emad El-Bakry,Cairo,2275.0,Computer Science and Information Technology,26,Married,2022
2029,Wafaa Nour,Aswan,26514.0,Architecture,46,Widowed,2022
2030,Ashraf Saad,Cairo,7845.0,Civil Aviation,33,Widowed,2022
2031,Tamer Amin,Shubra El Kheima,130191.0,Tourism Studies,23,Divorced,2022
2032,Wafaa Saeed,Alexandria,70258.0,Pharmacy,59,Single,2022
2033,Nagla Salem,Zagazig,73482.0,Tourism Studies,27,Married,2022
2034,Ali Sami,Giza,96799.0,Commerce,47,Single,2022
2035,Amir Saber,Beni Suef,36113.0,Environmental Agriculture,40,Married,2022
2036,Hend Adel,Alexandria,63364.0,Civil Aviation,60,Widowed,2022
2037,Yasmin Mahmoud,Mansoura,134184.0,Education,30,Divorced,2022
2038,Rania Abdelhak,Alexandria,52976.0,Medicine,30,Single,2022
2039,Emad Khalid,Ismailia,146245.0,Economics and Political Science,31,Married,2022
2040,Soha Saber,Aswan,138109.0,Psychology,36,Widowed,2022
2041,Yasser Abdullah,Ismailia,37066.0,Pharmacy,57,Single,2022
2042,Hassan Fathy,Beni Suef,121019.0,Tourism Studies,29,Divorced,2022
2043,Sara Saad,Giza,131437.0,Engineering,50,Widowed,2022
2044,Tamer Hassanein,Assiut,13097.0,Civil Aviation,52,Single,2022
2045,Adel Abdelhak,Damietta,90826.0,Economics and Political Science,39,Single,2022
2046,Hend El-Din,Ismailia,131693.0,Arts,38,Married,2022
2047,Ali Ibrahim,Giza,125329.0,Psychology,59,Single,2022
2048,Hany Mostafa,Giza,60839.0,Commerce,44,Single,2022
2049,Khaled Fathy,Ismailia,131056.0,Education,24,Widowed,2022
2050,Amir Ezzat,Mansoura,141880.0,Pharmacy,36,Single,2022
2051,Samir El-Bakry,Damietta,56394.0,Arts,60,Divorced,2022
2052,Khaled Ramadan,Luxor,124665.0,Architecture,26,Widowed,2022
2053,Samir Ragab,Beni Suef,138825.0,Environmental Agriculture,53,Widowed,2022
2054,Nour Salem,Zagazig,6214.0,Civil Aviation,43,Widowed,2022
2055,Khaled Nasr,Shubra El Kheima,98156.0,Fine Arts,34,Married,2022
2056,Fatma El-Sayed,Tanta,136727.0,Nursing,43,Divorced,2022
2057,Walid Ramadan,Shubra El Kheima,29744.0,Fine Arts,24,Divorced,2022
2058,Salma Fawzy,Aswan,127743.0,Engineering,32,Divorced,2022
2059,Mamdouh Ibrahim,Giza,61382.0,Agriculture,44,Single,2022
2060,Ali Fouad,Beni Suef,52978.0,Architecture,30,Divorced,2022
2061,Hassan Fouad,Shubra El Kheima,56642.0,Science,60,Married,2022
2062,Yasmin Khalid,Shubra El Kheima,47212.0,Public Relations and Advertising,53,Divorced,2022
2063,Mona Zaki,Mansoura,67145.0,Public Relations and Advertising,41,Single,2022
2064,Nadia Fouad,Sohag,129093.0,Fine Arts,28,Divorced,2022
2065,Mariam El-Din,Qena,84366.0,Public Relations and Advertising,22,Single,2022
2066,Adel Mustafa,Assiut,76415.0,Civil Aviation,31,Divorced,2022
2067,Nadia Fathy,Ismailia,29183.0,Engineering,30,Divorced,2022
2068,Mona Fahmy,Luxor,6142.0,Pharmacy,39,Married,2022
2069,Laila Ezzat,Cairo,107735.0,Computer Science and Information Technology,58,Widowed,2022
2070,Nagla Saber,Minya,84125.0,Computer Science and Information Technology,46,Married,2022
2071,Reem Mahmoudi,Shubra El Kheima,82062.0,Commerce,28,Single,2022
2072,Reem Mostafa,Beni Suef,70103.0,Medicine,53,Single,2022
2073,Nadia Mansour,Mansoura,131852.0,Civil Aviation,25,Married,2022
2074,Omar Hassan,Zagazig,51857.0,Medicine,35,Divorced,2022
2075,Asmaa Mahmoud,Qena,5402.0,Pharmacy,58,Widowed,2022
2076,Kamal Saeed,Ismailia,109625.0,Education,25,Married,2022
2077,Rania Saeed,Assiut,55032.0,Economics and Political Science,31,Divorced,2022
2078,Hany Ezzat,Sohag,14714.0,Economics and Political Science,30,Single,2022
2079,Youssef Mostafa,Alexandria,101547.0,Civil Aviation,35,Single,2022
2080,Magdy Adel,Mansoura,49418.0,Pharmacy,36,Widowed,2022
2081,Tamer Mohammed,Aswan,46850.0,Public Relations and Advertising,55,Widowed,2022
2082,Kamal Salah,Aswan,139976.0,Commerce,30,Married,2022
2083,Salma Hassan,Mansoura,64174.0,Applied Sciences,46,Single,2022
2084,Youssef Mohammed,Zagazig,112388.0,Agriculture,21,Divorced,2022
2085,Youssef Soltan,Giza,5252.0,Medicine,23,Divorced,2022
2086,Nagla Fawzy,Mansoura,21754.0,Medicine,52,Widowed,2022
2087,Tamer Mustafa,Shubra El Kheima,61982.0,Civil Aviation,53,Single,2022
2088,Nermine Saad,Aswan,138671.0,Science,44,Single,2022
2089,Mohsen Mahmoud,Tanta,92233.0,Arts,24,Widowed,2022
2090,Mohsen El-Gabry,Port Said,51542.0,Pharmacy,25,Married,2022
2091,Emad Fathy,Zagazig,138409.0,Tourism Studies,25,Divorced,2022
2092,Ahmed Fawzy,Alexandria,36389.0,Architecture,40,Widowed,2022
2093,Ahmed Abdelaziz,Giza,41201.0,Law,40,Married,2022
2094,Sara Sami,Zagazig,11545.0,Civil Aviation,40,Divorced,2022
2095,Khaled Moharram,Cairo,134503.0,Computer Science and Information Technology,46,Widowed,2022
2096,Amir Mustafa,Suez,90504.0,Tourism Studies,39,Divorced,2022
2097,Mervat Mostafa,Damietta,65756.0,Law,53,Widowed,2022
2098,Fatma Gamal,Giza,110328.0,Tourism Studies,45,Single,2022
2099,Fatma Mansour,Assiut,116037.0,Environmental Agriculture,30,Single,2022
2100,Sara Ramadan,Asyut,103872.0,Education,50,Single,2022
2101,Walid Khalid,Ismailia,48652.0,Fine Arts,55,Single,2022
2102,Tamer Ahmed,Suez,131092.0,Public Relations and Advertising,47,Divorced,2022
2103,Ashraf Fawzy,Qena,12853.0,Education,56,Widowed,2022
2104,Asmaa Nasr,Giza,21256.0,Applied Sciences,43,Widowed,2022
2105,Hanan Salem,Ismailia,117790.0,Fine Arts,29,Divorced,2022
2106,Ashraf Mahmoudi,Kafr El Sheikh,37109.0,Arts,57,Divorced,2022
2107,Mervat Nasr,Mansoura,37688.0,Fine Arts,53,Divorced,2022
2108,Yasmin Mansour,Asyut,54085.0,Computer Science and Information Technology,27,Divorced,2022
2109,Amir Saeed,Cairo,11724.0,Engineering,37,Divorced,2022
2110,Omar Ahmed,Assiut,46789.0,Commerce,41,Single,2022
2111,Kamal Hassan,Port Said,95476.0,Fine Arts,31,Widowed,2022
2112,Fatma Osman,Zagazig,90342.0,Science,41,Married,2022
2113,Mamdouh Ramadan,Asyut,74753.0,Civil Aviation,50,Widowed,2022
2114,Hanan Mahmoudi,Shubra El Kheima,34358.0,Arts,52,Widowed,2022
2115,Mamdouh Amin,Mansoura,67567.0,Pharmacy,58,Widowed,2022
2116,Mohsen Mansour,Port Said,142276.0,Applied Sciences,21,Widowed,2022
2117,Ali Mahmoudi,Sohag,27640.0,Medicine,39,Widowed,2022
2118,Magdy Osman,Kafr El Sheikh,122766.0,Nursing,21,Married,2022
2119,Tamer Fawzy,Alexandria,53716.0,Applied Sciences,22,Widowed,2022
2120,Hassan El-Gabry,Qena,26458.0,Psychology,22,Married,2022
2121,Reem Nasr,Alexandria,148179.0,Pharmacy,58,Divorced,2022
2122,Sara Hassan,Beni Suef,32038.0,Architecture,24,Single,2022
2123,Mariam Ragab,Zagazig,86303.0,Applied Sciences,22,Widowed,2022
2124,Sherif Sami,Shubra El Kheima,79719.0,Applied Sciences,41,Widowed,2022
2125,Omar El-Khouly,Sohag,87346.0,Pharmacy,25,Married,2022
2126,Omar Mostafa,Mansoura,143168.0,Agriculture,49,Single,2022
2127,Ashraf Fawzy,Cairo,139544.0,Science,42,Divorced,2022
2128,Youssef Mustafa,Mansoura,85225.0,Medicine,58,Divorced,2022
2129,Samir Sami,Asyut,16515.0,Nursing,44,Widowed,2022
2130,Mona Nasr,Shubra El Kheima,25727.0,Engineering,47,Single,2022
2131,Emad Mustafa,Cairo,11822.0,Law,28,Divorced,2022
2132,Mervat Ragab,Assiut,119061.0,Tourism Studies,24,Divorced,2022
2133,Laila Adel,Giza,119785.0,Nursing,28,Widowed,2022
2134,Wafaa Osman,Tanta,122735.0,Tourism Studies,34,Widowed,2022
2135,Hend Mohammed,Zagazig,113740.0,Medicine,59,Married,2022
2136,Mariam Amin,Cairo,137592.0,Applied Sciences,33,Married,2022
2137,Hend Saad,Kafr El Sheikh,98864.0,Agriculture,56,Divorced,2022
2138,Asmaa Fouad,Damietta,50923.0,Tourism Studies,36,Single,2022
2139,Hanan El-Bakry,Suez,124511.0,Psychology,53,Widowed,2022
2140,Sara El-Khouly,Tanta,40179.0,Law,32,Divorced,2022
2141,Rania El-Din,Cairo,83612.0,Environmental Agriculture,48,Divorced,2022
2142,Nour Saad,Port Said,18094.0,Psychology,26,Single,2022
2143,Yasmin Mustafa,Qena,34361.0,Fine Arts,46,Widowed,2022
2144,Mariam Saeed,Giza,27816.0,Tourism Studies,23,Divorced,2022
2145,Yasser Mansour,Giza,55548.0,Commerce,50,Divorced,2022
2146,Hassan Mansour,Port Said,12624.0,Applied Sciences,21,Divorced,2022
2147,Wafaa Saad,Minya,109135.0,Applied Sciences,41,Divorced,2022
2148,Youssef Hassan,Kafr El Sheikh,121868.0,Public Relations and Advertising,29,Married,2022
2149,Soha Nour,Suez,142982.0,Civil Aviation,59,Divorced,2022
2150,Mariam Soltan,Mansoura,4990.0,Fine Arts,60,Divorced,2022
2151,Nour Mostafa,Shubra El Kheima,54591.0,Public Relations and Advertising,56,Divorced,2022
2152,Salma El-Din,Shubra El Kheima,23155.0,Computer Science and Information Technology,43,Single,2022
2153,Nermine Mohsen,Zagazig,35744.0,Fine Arts,36,Divorced,2022
2154,Khaled Youssef,Port Said,11351.0,Nursing,53,Divorced,2022
2155,Amir Hassan,Tanta,114509.0,Computer Science and Information Technology,46,Divorced,2022
2156,Nagla El-Sayed,Sohag,63823.0,Agriculture,43,Single,2022
2157,Eman Ahmed,Luxor,110556.0,Architecture,51,Single,2022
2158,Yasmin Ramadan,Beni Suef,79831.0,Applied Sciences,22,Divorced,2022
2159,Nour Fouad,Aswan,37466.0,Public Relations and Advertising,30,Divorced,2022
2160,Ali Abdelaziz,Mansoura,23790.0,Law,46,Single,2022
2161,Sara Ahmed,Ismailia,133322.0,Architecture,25,Widowed,2022
2162,Omar Abdelhak,Kafr El Sheikh,50514.0,Applied Sciences,44,Single,2022
2163,Rania Fathy,Port Said,9721.0,Pharmacy,35,Married,2022
2164,Maher Amin,Mansoura,128676.0,Medicine,57,Married,2022
2165,Omar Nasr,Aswan,6042.0,Arts,58,Widowed,2022
2166,Ashraf Hassanein,Assiut,122350.0,Environmental Agriculture,44,Married,2022
2167,Mona Saad,Assiut,79583.0,Economics and Political Science,25,Widowed,2022
2168,Laila Emam,Zagazig,142710.0,Science,28,Divorced,2022
2169,Kamal Ezzat,Port Said,136205.0,Fine Arts,30,Divorced,2022
2170,Hany Mustafa,Zagazig,13807.0,Public Relations and Advertising,51,Married,2022
2171,Amir Moharram,Mansoura,90720.0,Nursing,57,Married,2022
2172,Salma Nour,Aswan,56793.0,Commerce,22,Divorced,2022
2173,Maher Abdelhak,Luxor,132710.0,Education,24,Married,2022
2174,Khaled Ramadan,Damietta,91743.0,Medicine,45,Divorced,2022
2175,Salma Fathy,Assiut,64144.0,Fine Arts,55,Single,2022
2176,Mohsen Abdullah,Minya,32024.0,Medicine,58,Married,2022
2177,Mohamed Fahmy,Kafr El Sheikh,124287.0,Environmental Agriculture,30,Divorced,2022
2178,Hany Abdelaziz,Minya,106248.0,Engineering,58,Single,2022
2179,Asmaa El-Gabry,Suez,39822.0,Architecture,49,Widowed,2022
2180,Mohamed El-Gabry,Sohag,110714.0,Public Relations and Advertising,24,Married,2022
2181,Emad Fathy,Minya,40996.0,Science,59,Single,2022
2182,Sherif Ibrahim,Port Said,100035.0,Science,27,Divorced,2022
2183,Kamal Gamal,Aswan,63509.0,Environmental Agriculture,53,Married,2022
2184,Amir Soltan,Assiut,114254.0,Agriculture,47,Widowed,2022
2185,Rania Fahmy,Shubra El Kheima,76461.0,Engineering,55,Divorced,2022
2186,Eman Hassan,Shubra El Kheima,132761.0,Public Relations and Advertising,56,Divorced,2022
2187,Reem Mahmoud,Suez,145662.0,Tourism Studies,51,Married,2022
2188,Omar Mansour,Assiut,137694.0,Public Relations and Advertising,53,Divorced,2022
2189,Ali Mansour,Damietta,126885.0,Applied Sciences,52,Single,2022
2190,Emad Mansour,Luxor,6115.0,Computer Science and Information Technology,50,Widowed,2022
2191,Adham El-Din,Shubra El Kheima,109000.0,Public Relations and Advertising,32,Widowed,2022
2192,Samir Fouad,Assiut,39248.0,Civil Aviation,47,Married,2022
2193,Mohsen Soltan,Ismailia,71345.0,Environmental Agriculture,43,Single,2022
2194,Mervat Moharram,Luxor,83863.0,Architecture,37,Divorced,2022
2195,Soha Ali,Assiut,47825.0,Tourism Studies,32,Widowed,2022
2196,Wafaa Ragab,Sohag,136239.0,Psychology,24,Divorced,2022
2197,Hassan Fawzy,Luxor,135333.0,Nursing,54,Widowed,2022
2198,Hanan Ramadan,Tanta,138983.0,Law,47,Widowed,2022
2199,Mariam Ahmed,Kafr El Sheikh,21758.0,Pharmacy,31,Married,2022
2200,Adel Salem,Ismailia,29871.0,Commerce,21,Single,2022
